Id,Comentario,Carga
332,"                    México Tiene a AMLO, el mejor presidente del mundo 

Es un honor estar con Obrador",Positivo
333,"Aplaudieron como focas al sociópata @FelipeCalderon que bañó de sangre al país y llevó la tragedia a cientos de miles de familias mexicanas.
Hoy le piden resultados inmediatos a @lopezobrador_ quien lidia con recuperar al país del infierno en el que lo convirtieron.
Cínicos. ",Positivo
334,"¿Que harán hoy? Estuviste jodiendo 18 años para llegar y llevas 140 días diciendo:

- Yo no fui, fue Tete.
- Tengo otros datos.
- No tengo pruebas ni dudas

Y lo que se sume. Cabron pendejo bueno para nada. Responsabilizate 30',000,000 de pendejos te dieron chamba. Cumple",Negativo
335,Duele decirlo pero tiene razón yo vote por el creyendo que iba a tirar la basura y la está metiendo abajo de la alfombra...su alfombra,Negativo
336,Te amo cabecita de algodón,Positivo
337,"No mames.

De verdad estos tipos son tan fanáticos que sí @lopezobrador_ atropellara un niño, dirían que el niño era miembro neoliberal del prian queriendo desprestigiar a su cabecita de algodón.
",Negativo
338,"Son las 09:15 de la mañana. 
El Presidente de México no aparece. 
La Pax Narca a la que le apostó, lo traicionó anoche. 
Delincuentes desalmados, que saben que “la guerra” vs. ellos ya se terminó, amenazan, atacan, matan, seguirán asesinado. 
AMLO, el amoroso, no da la cara.",Negativo
339,"El irresponsable demagogo panfletario de @epigmenioibarra acusa al “régimen corrupto” de la tragedia en Minatitlán.

La verdad, seguimos en un régimen corrupto.

La corrupción no se soluciona con pura saliva.

Veremos cuántos detenidos presenta el fiscal carnal de @lopezobrador_.",Negativo
340,"Sr. @lopezobrador_  antes de tuitear sobre Notre Dame y estar rezando Salmos por favor atienda el tema de Minatitlán que es lo que apremia, usted dedicó sus ultimos años a la tragedia de los 43 de Ayotzinapa... haga su trabajo y deje de enmascarar las cifras que no ayuda!",Negativo
341,¡AMLOve con AMLOve se paga! Andrés Manuel @lopezobrador_ ha hecho lo que NUNCA IMAGINASTE ver en un presidente de México 😱😱😱 ,Positivo
342,"¿Quien carajo manda hacer algo como lo de #Minatitlán? ¿Que clase de crimen organizado, mafia u organización hace algo así?¿Que mierda tienen en la cabeza? ¿Y ustedes @lopezobrador_ @CuitlahuacGJ? ¿No sera pinche hora de que al menos tubieran definido un plan de seguridad?",Negativo
343,"Más
Una NO primera dama que su prioridad es su carrera de cantante, un presidente que se siente Mesías evadiendo la realidad de un México que cada día esta peor, hoy 13 ejecutados en Minatitlan, entre ellos un inocente bebé, que asco siento de este pinche gobierno @lopezobrador_
",Negativo
344,"Princesas y bros, saben quién más aparte de @lopezobrador_ traía los zapatos sucios? Exacto Francisco I. Madero, qué tal eh  ",Positivo
345,Mientras la #Oposiciónde5ta ya no haya qué inventar ni qué hacer para atacar al Presidente @lopezobrador_ Él sigue mostrando que le hacen lo que el viento a Juárez! Su popularidad crece y crece 💪,Positivo
346,Si hemos apoyado a la Ultra Derecha Conservadora traicionera que no apoyemos a la primera Izquierda que gobierna México . ,Positivo
347,"AMLO Eres un gran hombre por eso vote por ti, que orgullosa estoy de que seas mi Presidente, llevas el corazón en la mano.",Positivo
348,Por ser un hombre honesto y justo,Positivo
349,Aunque la tengas muy difícil @lopezobrador_ porque la derecha dejó un México  destrozado el pueblo confía y te apoyo,Positivo
350,"El 1 de julio los mexicanos mandamos al carajo al narco Estado, ese que acabó con la esperanza y las aspiraciones de una generación. 

Ustedes crearon esta pesadilla y hoy la alimentan y no lo vamos a permitir.",Positivo
351,ni un paso atrás viva la 4 transformación al 100 %,Positivo
352,"Hicimos historia ! 
Somos millones a tu lado AMLO",Positivo
353,muchos sabemos que lo que ocurrió en #Minatitlán  ya viene hace años.,Positivo
354,"Desde el estado de Morelos, respaldo respaldo a nuestro Presidente Andrés Manuel López Obrador, la 4ta Transformación está comenzando. 
#AmloElPuebloTeApoya  ",Positivo
355,"Seré contundente, millones y yo seguimos con ahínco la #4T, no nos detendrán, no lo impedirán, la primavera mexicana viene con todo.
",Positivo
356,¡Es un honor estar con Obrador!!,Positivo
357,El pueblo lo apoya y lo quiere un chingo Don Andres!,Positivo
358,"AMLO estamos con tigo se que nó es fácil después de cómo dejaron la casa, pero como dices tú despacito. ",Positivo
359,"La oposición es tan insignificante que de Twitter no pasa. En cambio AMLO siempre tendrá el apoyo no solo en redes, sino en las calles y en cada rincón de este país.",Positivo
360,"Yo si apoyo a mi presidente, que miserables son estos fifis, lucrar con el dolor ajeno. Verdades escorias.",Positivo
361,En ti confiamos mi querido señor Presidente  Lo estás dando TODO. Te amo mi presidente,Positivo
362,"Sabíamos q no iba a ser fácil, conspiraron en 2 ocasiones para q no llegaras a la presidencia a transparentar y señalar a quienes tanto daño han hecho al país.
Hoy q estás al frente,las causalidades no dan tregua,sabemos quiénes están detrás.",Positivo
363,"hemos superado sexenios completos de desastre nacional, corrupción e impunidad. Tenemos un sexenio para demostrar que somos mejores. 
La oposición pedorra quiere vernos caer y lucran con la desgracia pero no lo lograrán.",Positivo
364,El pueblo después de varias décadas tiene el poder y no lo vamos a soltar...,Positivo
365,Ésto es lo que les duele al #PRIANAsesino que a @lopezobrador_  que el pueblo ame a AMLO,Positivo
366,Señores hagamos viral el apoyo a nuestro Presidente juntos por la #4T y ni un paso atrás ,Positivo
367,"Leo los tweets de los que andan promoviendo el hashtag ""amlorenuncia"" y reafirmo que en México la oposición es patética, hipócrita, insolente y sinvergüenza.",Positivo
368,"porque mientras más te atacan, más creces. Porque los que te atacan jamás hicieron el esfuerzo necesario de cambiar al país. Tu no te rindes a pesar de los obstáculos del pri, del pan, del poder judicial y un sin fin de detractores. ¡Que viva México!",Positivo
369,"Que coraje para los fachos amantes de la corrupción ver un HT que le salio gratis al presidente mientras ellos gasta mucho dinero en sus granjas de bots.
",Positivo
370,"Y no necesita ni de mi apoyo ni el de los priandejos, ya tiene el apoyo y respaldo de la mayoría de los Mexicanos",Positivo
371,PRI y PAN son capaz de vender su alma al diablo con tal de que a AMLO le vaya mal pero no contaban con que los mexicanos lo apoyan,Positivo
372,Nos quieren hacer creer que AMLO es responsable de la masacre de Minatitlán. ,Positivo
373,"Años de violencia no se borran de la noche a la mañana, solo con voluntad de todos este infierno heredado podrá terminar.",Positivo
374,"Es
       Un 
              Honor 
                          Estar 
                                   Con 
                                           OBRADOR 

Simplemente #YoEstoyConAMLO
porque:

Quiero un mejor país. 
¿Y tú?",Positivo
375, todo méxico es territorio AMLO ,Positivo
376,"Apocalipsis 17:14  Pelearán contra el Cordero, y el Cordero los vencerá, porque él es Señor de señores y Rey de reyes…",Positivo
377,"De ❤ les digo, que él siempre ha luchado por nosotros. Es momento de apoyarlo. Estás campañas en su contra (y de todo México) no funcionaran. 😊",Positivo
378,"Mateo 11:28 Venid a mí, todos los que estáis cansados y cargados, y yo os haré descansar.",Positivo
379,"TODO EL APOYO INCONDICIONAL PARA LOGRAR LO QUE LA MAYORIA MERECEMOS(XQ FACHOS,CHAYOTES Y EMPREMIERDAS NO)ECHEMOS PA'DELANTE LA 4T..!!EL CAMINO ES LARGO..PERO NO PODEMOS AFLOJAR MI GNT..!",Positivo
380,"AMLO es la opción Porqué sabemos quiénes pactaron contra México, estamos consientes quienes atentan contra nuestra Patria desde hace mucho PRIAN ",Positivo
381,"¡Hoy tenemos día con día
Mucha inseguridad
Porque se soltó la perra
Todo lo vino a regar
Entre todos los granjeros
La tenemos que amarrar!

El tigre no te abandonará @lopezobrador_ 
",Positivo
382,Todos somos Amlo!!! ,Positivo
383,¡A mí no se me olvida este gran día! #TodoMiApoyoaAMLO ,Positivo
384,"Pase lo que pase y digan lo que digan, siempre apoyaré a mi presidente ",Positivo
385,No soy bots.  Mi familia y yo apoyamos al  a nuestro Presidente.. ,Positivo
386,Hasta el final contigo AMLO.,Positivo
387,El pueblo votó por un cambio y se está construyendo día a día. Lo que destruyeron en 30 años las políticas neoliberales llevará su tiempo para revertirlo.,Positivo
388,"Es momento de demostrar cuántos somos y porque arrasó @lopezobrador_ ,es momento de reflexionar y fortalecer convicciones o acaso queremos el México de antes: el de la rapiña,el de la indolencia,el del abuso,el de la corrupción?",Positivo
389,AMLO Usted es lo que necesita nuestro país.,Positivo
390,AMLO te apoyo Porque sé perfectamente que nadie quería que llegaras a ser presidente de México y todos están ardidos y haciendo lo posible para atacarte de cualquier cosa,Positivo
391,Entre más lo ataquen más lo apoya su pueblo ,Positivo
392,"AMLO hoy y siempre, y lo seguiremos haciendo por México. ",Positivo
393,¡Vamos mexicanos! demostremos a los bots de la derecha que 30 millones votamos por MORENA.,Positivo
394,"sabemos perfecto quiénes están detrás de sabotajes y asesinatos, el la derecha rapaz. No vencerán.",Positivo
395," @lopezobrador_
#AMLOelMejorPresidenteDelMundo 
#AmloElPuebloTeApoya 
#JuntosHaremosHistoria
",Positivo
396,"ahora sabemos como han robado a la nación por #AMLO,a hecho mucho en muy poco tiempo, solo ver cómo le preguntan los reporteros,Eso no lo hubiera hecho otro.A la hora de las mañaneras cualquier otro estaría en su quinto sueño,hasta yo me levanto temprano.",Positivo
397,"Si, tú cuentas conmigo, yo cuento contigo, y cada uno contamos con el otro. 
Por México. Morena  
AMLO extraordinario ser humano.",Positivo
398,ASI ES ENTRE MAS PIEDRAS LE ARROJEN MAS GRANDE SE HACE SU NOMBRE @lopezobrador_,Positivo
399,"Mexicanos nos ha costado
TIEMPO, TRABAJO y VOLUNTAD
dejar de comer comida chatarra,
para que el INE nos imponga partidos chatarras.

El pueblo quiere una vida política SANA,
que NO cause daño al progreso de la Patria.
Luego por esas porquerías, la KAGAM.....

",Positivo
400,"Una cosa es tener dificultades para abastecer combustible y otra el oportunismo de los enemigos de Mexico y de su presidente @lopezobrador_ que no se dobla, ni se doblará, en el combate al huachicoleo. #AmloElPuebloTeApoya ",Positivo
401,Por supuesto que ha sido una medida fuerte y dolorosa que en cierto modo ha modificado nuestro esquema de consumo de gasolina. Pero bien vale la pena el esfuerzo para reducir de tajo el robo de combustible y su consecuente daño patrimonial.,Positivo
402,Se redujo 22.5% el secuestro durante el primer mes de gestión #AMLO: Alto al Secuestro,Positivo
403,"HAY CONFIANZA A NUESTRO PRESIDENTE, ",Positivo
404,"Hoy dos de mis mejores amigas de la infancia me llamaron traidora y fanática, ellas son panistas. Me dejaron de hablar. Qué triste, pero aún que sea mi propia familia, nunca dejare de ser AMLOVER.",Positivo
405,yo estoy disfrutando a mi Presidente!,Positivo
406,El Aprecio De Los Mexicanos Lo Tiene AMLO Y Ni Con Su Vida Peña Nieto Lo Podría Comprar,Positivo
407,Nos costó años de lucha pero hoy tenemos al mejor Presidente de México y se llama Andrés Manuel López Obrador,Positivo
408,"Ooootra vez, las desgracias que vivimos hoy son producto de la enorme corrupción de los ineptos y corruptos gobiernos anteriores que permitieron que sucediera y creciera, además de coludirse y ser cómplices. AMLO no es culpable",Positivo
409,"Que raro que las cuentas basura de twitter que festejaban la desaparición de los 43 normalistas ahora exigen (jaja) que #AMLOPresidente renuncie por la violencia que dejaron 12 años de PRIAN.
Son pendejos, burdos, y tremendamente hipócritas.
",Positivo
410,Vamos por el cambio pesele a quien le pese,Positivo
411,"Durante 12 años el dijo tener la solución inmediata a todos los problemas del país y ahora que al fin tiene el poder que tanto anheló, resultó que no puede con el puesto.
Sus mentiras ya lo alcanzaron y sus malas decisiones nos están afectando a todos.
",Negativo
412,"Hazle un favor a México , ya causaste suficiente daño",Negativo
413,"Que se escuche fuerte y claro a nivel mundial!!

AMLO es un inepto y mentiroso, y en México, no lo queremos!!",Negativo
414,"La enanez política de Andrés Manuel ha provocado más problemas que soluciones, su soberbia y su nula capacidad para gobernar son preocupantes.
A Peña le exigimos la renuncia en su tercer año de mandato, AMLO lo consiguió en su 4to mes de gobierno. ",Negativo
415,"Ningún presidente, NINGUNO en la historia de México, había tenido un desempeño tan mediocre y patético en menos de 6 meses. ",Negativo
416,"La intolerancia, la negación y la irresponsabilidad y usar al pueblo como escudo es algo que no se debe tolerar.",Negativo
417,Por inepto. Por corrupto. Por insensible. Por necio. Por traidor. ,Negativo
418,"Cancelacion del NAIM
Tren maya
Retiro de apoyo a estancias infantiles
Cancelacion del Inadem
Dinosaurios expriistas en puestos claves
Contratos de obra sin licitacion
Sin proyectos claros en economia y seguridad
Y un largo etc de ocurrencias y pendejadas",Negativo
419,"¡Suficiente! ¡Yo no voté por esto, @lopezobrador_!",Negativo
420,YA somos mas los que no nos dejamos engañar.... ARRIBA AMLO PRESIDENTE DE Mexico,Positivo
421,"Ay lo malo es que ya no sé si creerle a amlo, ya con eso de que asignó obras directas a sus amigos y mucho priista en su partido. Ha reclutado a mucho corrupto.",Negativo
422,"Usted es todo lo bueno que puede representar a los buenos mexicanos. Por un México sin violencia, yo te apoyo AMLO. Mis dos grandes maestros de Historia QEPD estarían muy orgullosos de tenerlo como presidente.",Positivo
423,No hay duda k cuando se quiere cambiar el pais k queremos siempre quieren quitar al mas limpio pero este pais ya nesesita un verdadero lider y nato felicidades amlo por no rendierte y yo si creo en los grandes cambios...,Positivo
424,"Muchas Felicidades Lic. López Obrador, se que será el mejor presidente de México y habrá un cambio total por sus principios y convicciones.",Positivo
425,"Yo te comento que chinga a su putisima madre, mi tío trabajo para usted como guardaespaldas y lo despidió sin ningún motivo por su culpa mi tío tuvo Cancer, por todo el coraje que nunca lo liquido, así que amlo chinga a su madre 
así es mi gente ese señor es doble cara, el no le interesa el pueblo el solo quiere el poder, el va a destruir a México 🇲🇽",Negativo
426,Te apoyo y confío AMLO!!,Positivo
427,"muchas felicitaciones andres manuel, me siento alegre de que usted venciera en horabuena al PRI,espero como presidente electo que nos cumplan las promesas que nos dijistes durante tu campaña, no nos decepciones, te deseo lo mejor para nuestro pais",Positivo
428,AMLO NO LE FALLE AL PUEBLO CONFIAMOS EN USTED DTB,Positivo
429, AMLO siempre contigo el pueblo mexicano,Positivo
430, dice que no se cansa que solo es la frase de me canso ganso así que si aguanta tiene mucho potencial así que será reelegido solo que siempre a dicho que no aceptará: VIVA AMLO: Por siempre!!,Positivo
431,orgullosos de nuestro presidente,Positivo
432,Yo lo admiro por ser el mejor en solo 2 meses a hecho más que los tres anteriores pendejos,Positivo
433,Muy bien presidente ANDRÉS Manuel López Obrador México 🇲🇽 te apoya,Positivo
434,"Cada dia son mas los arrepentidos, cada dia se manifiesta más el descontento social. Un gobernante carente de tacto, carente de sentido común, carente de racionalidad, ideas de antaño que interfieren en el progreso del país. Un personaje que cree que solo gobierna para un solo sector de la población, alguien que considera a todo México como ignorante. Te quedó grande la silla presidencial, tu deber es renunciar y pedir perdón por el desastre que estás haciendo. #RENUNCIA Pasaras a la historia como aquél presidente que llevó a la ruina al país, rodeado de personas que se resisten al cambio, que en su andar solo buscan el beneficio propio.",Negativo
435,Bravoooo Señor Presidente!!!!!!!!!!!!! Gracias por voltear a ver a nuestro hermoso Estado de Oaxaca !!!!!! Viva El Istmo de Tehuantepec !!!!!!! Rico en Tradiciones y Tierra Fértil. !!!!!!! Viva El Mejor Presidenteee!!!!!!!!!!,Positivo
436,"Muchas Felicidades y todos nuestros mejores deseos, nuestro Presidente Legitimo, todos con usted al 1000%",Positivo
437,"Excelente! Presidente trabajador con pueblo trabajador, sobre todo, uniendo esfuerzos y mucha voluntad haremos de México el pais mas prosperó y bello para vivir. Cada quien desde su lugar de trabajo somos importantes para inclinar la balanza al progreso social y económico de nuestro México!!",Positivo
438,Adelante Asia la transformación de nuestro México muchas felicidades desde Apodaca N L,Positivo
439,"Felicidades por su devoción. Soy extranjero así que no puedo votar pero esperaba un cambio para México. Espero que Usted, Señor Presidente, con la participación ciudadana, lo logrará.",Positivo
440,"¡Incansable! Un presidente así necesitaba México. 🇲🇽
#ConAmloTodoSinAmloNada",Positivo
441,Mi presidente trabajando en domingo por el bien de mi patria.gusto saver q el si trabaja orguyoso de votar por el desde el extranjero.,Positivo
442," Adelante Sr presidente. Que empiecen los nuevos proyectos para beneficio de nosotros los mexicanos, y que nuestro país empiece a mejorar y a avanzar, adelante con la 4 transformación! !",Positivo
443,También dijo que le iba a quitar lo transa y gandalla al mexicano y puras promesas. El mexicano sigue igual o peor.,Negativo
444,"Los que lo admiramos y queremos estamos orgullosos de Usted..porque se preocupa mucho por su gente..y ni en domingo se queda en casa..Dios con Ud Sr Presidente,😍🥰😇🙏🏻",Positivo
445,🇮🇹🦅Señor Jesús te ponemos en las manos al señor Andrés Manuel López obrador salud grandemente protegerlo señor en el nombre de tu hijo amado Jesucristo amén💪🏽🙏🏽👂🏻,Positivo
446,No se dejen apantallar por los bots pagados por el PRIAN para despestrigiar este gran gobierno que todos algún día quisimos #La4T,Positivo
447,"ya señor deje de contratar tantos bots, ya muchos nos estamos dando cuenta, vote por usted no crei que haría lo mismo",Negativo
448,"estamos hasta la madre de tu cantaleta de culpar a los gobiernos anteriores, ponte a resolver los problemas del país",Negativo
449," JAJAJAJA CHAIROS ESTÚPIDOS E IGNORANTES!! Defienden tanto a Amloco porque es igualito a ustedes, igual de IGNORANTE, IGUAL DE NACO, IGUAL DE ENVIDIOSO, IGUAL DE FRUSTRADO, IGUAL DE TRAUMADO, IGUAL DE RESENTIDO CON LA VIDA!! ¿Pero que creen? Somos MILLONES de mexicanos bien nacidos que somos totalmente distintos, que sabemos que sólo se puede salir adelante TRABAJANDO, no andando con la manita extendida a papá gobierno. Seremos nosotros los que echaremos a Morena del gobierno. Háganse a la idea",Negativo
450,Hijo de la chingada ponte a travajar tu hijo del cocho. AMLO es el mejor q emos tenido perro malparido,Negativo
451,puras focas aplaudiendo al viejo loco,Negativo
452,Pinches chairos mascotas no aguantan nada son unos pendejos chillones,Negativo
453,"sí, claro...jajajajajaja...rete-inteligente aplaudirle al payasito de amlo",Negativo
454,"eso de que los gobiernos anteriores son los culpables es una justificación de incompetencia, hasta una mentira manipuladora en varios casos. Tomas la responsabilidad y resuelves, de otro modo no vas a resolver nada.

Precisamente la racionalidad de la medición de los 100 días e ha por abajo esos mitos de que fueron muchos años y apenas lleva 4, 5, 6 o 7 meses.",Negativo
455,"# TODOSCONAMLO EL INCORRUPTIBLE POLITICO DE MEXICO CON VALOR y SIEMPRE CONTIGO CUIDEMOSLO COMPATRIOTAS VA MUY BIEN!,",Positivo
456,DIGAN LO QUE DIGAN INVENTEN LO QUE INVENTEN APOYANDO SIEMPRE A NUESTRO PRESIDENTE,Positivo
457,AMLO no brindas seguridad pública a los mexicanos todos y en especial a los Veracruzanos feminicidios robos secuestros ejecuciones violencia extrema NI UN VOTO MAS A MORENA,Negativo
458,"¡YA NO ERES OPOSICIÓN, YA PONTE A TRABAJAR!
Deja de escudarte en el pasado.",Negativo
459,AMLO Ponte a trabajar que ahora si tienes bastante sangre en tus zapatos,Negativo
460,Presidente me siento orgulloso de usted siempre habrá críticas Pero somos más los que queremos un cambio no es fácil pero estamos con usted sólo Veracruz es bello mi tierra linda como la extraño😢,Positivo
461,"No a hecho nada brillante y el tiempo sigue pasando, la corrupción continua, las matanzas continúan, el narco continúa, la pobreza aumenta, la gasolina igual o peor, los maestros igual, y pues, por más que le busco lo bueno no le encuentro...",Negativo
462,Excelente mi Presidente Dios lo cubra con su preciosa sangre siempre es un orgullo.,Positivo
463,"Qué necedad de este hombre, qué mal informado está. Cómo anda con su perdón y........¿Cómo explicar lo de Minatitlán?¿Como puedes anda refregando con un perdón si en miles de familias hay dolor por el hoy, hoy de inseguridad, hoy de tragedia ya chole señor Presidente baje de su nube.",Negativo
464,"es un pobre idiota, no tiene idea de que hacer y evidentemente la silla le quedó enorme.",Negativo
465,"AMLO se la pasa culpando de todo a los gobiernos anteriores, a los empresarios, al neoliberalismo, a los fifís, a los conservadores. Se la pasa culpando a todos en sus homilías mañaneras.

Que alguien le diga que deje de vivir del pasado, y que tiene que ponerse a trabajar y ver por el desarrollo del PAÍS. Qué recuerde que ya es el Presidente, y las campañas de desprestigio terminaron.",Negativo
466,"El sepulcro blanqueado es usted. El lobo con piel de cordero es usted. Digo, si lo que le gusta son las referencias bíblicas. Hay muchas más, ninguna positiva, que se le pueden aplicar a usted, a su gobierno y a su tiranía",Negativo
467,"ya ponte a trabajar!

ya eres el poder y no haces nada más que echar culpas.

Si no puedes con el paquete, renuncia!",Negativo
468,"Usted debería demostrar que es diferente, apagarse a la Constitución y las leyes, dejar de echar culpas y ""tener otros datos""... aguante la crítica como todos sus antecesores y comience a dar resultados.",Negativo
469,"Señor, ayer mataron a una docena de personas y usted aparece en redes con esto. El sepulcro blanqueado es usted. Tiene un país quebrado y quiere aparentar otra cosa hacia afuera",Negativo
470," Ponte a jalar y deja de andar peleando, no dividas, une! Sé estadista, sé líder, gánate la confianza de los que dudamos, no polarices, ya eres PRESIDENTE, nos guste o no, NO PELEES: acuerda, media, concilia, tu mismo lo dices, merecemos felicidad, predica con el ejemplo!",Negativo
471,"Error Presidente, nunca hemos callado, a todo atropello se alzó la voz como se hace ahora y usted era el líder de opinión cada vez que sucedia algún acto de pisoteo a los derechos humanos.",Negativo
472,Culpar a los demás siempre a sido su salida pero poco a poco se le está acabando esa jugada y cada vez más Mexicanos le van a reclamar.,Negativo
473,"Una de las características del populismo bananero, es crearse enemigos falsos que dizque boicotean y no permiten maniobrar al gobierno. 
Las toneladas de saliva que se producen en Palacio Nacional no cambian las cosas. El México en paz y próspero que cada mañana dibuja Andrés Manuel choca con el México real. Mentir mil veces no salva la vida a nadie. La violencia está fuera de control, siguen las tragedias y Andrés con su estrategia de seguridad nacional a medias, son los únicos responsables. 

#TodosSomosMinatitlan",Negativo
474,"¿Quien son los conservadores? Da los nombres. Eres el presidente comportate como tal, deja de polarizar al país y crear sectariamos. Solo los privilegiados son los que han callado ante las atrocidades de los gobiernos pasados. Esos privilegiados del pasado lo son también el día de hoy, bajo el amparo de tu gobierno.",Negativo
475," Hacer justicia por encima de las leyes y la Constitución es autoritarismo. Ya es presidente y votamos por usted, demuestre que está a la altura.",Negativo
476,"En principio debes saber presidente que No es justicia lo que debes impartir. Tu función es administrativa, la justicia la imparte otro poder. Principio básico normativo de nuestra constitución, las peores atrocidades de la historia, se han hecho con las mejores intenciones. Por favor asesórate y por el amor de Dios, déjate asesorar.",Negativo
477,"Estás equivocado peje. Antes que tú en México organizaciones sociales e internacionales denunciaron violaciones a los Derechos Humanos. Tan es así, que incluso existen sentencias de la Corte Interamericana de Derechos Humanos que sentenciaron a México como en el caso Radilla Pacheco y el caso Algodonero por violaciones a los Derechos Humanos, para citar sólo algunos casos de los más sonados, así que no debe extrañárele presidente que a su gobierno se le critique.",Negativo
478,"La congruencia es exigir y todo el que votó por usted debe de exigirle no aplaudirle, es su trabajo presidente y le recuerdo que es presidente de TODOS así que deje de hablar citando al cristianismo.",Negativo
479,Pues usted prometio no subir impuestos y mintio..ya que aumento en un 126% el isr de los AHORROS de todos los mexicanos...y para los q tienen cantidades pequenas es pago definitivo. Gravar los ahorros es una gran injusticia.,Negativo
480,"No sabe gobernar, a pesar que estuvo tras el poder por muchos años no estaba listo para ese puesto. Se gana a la gente que no le gusta trabajar ni ir a la escuela y a los ignorantes del país",Negativo
481,Es neta? en esto se gastan nuestros impuestos? en implementar programas sociales partidistas?,Negativo
482,El cerebro pejezombie es microscopico,Negativo
483,"Todavía no razonan a fondo aquellos que defienden al nuevo gobierno, no saben para quíen trabaja el nuevo gobierno. Con solo conocer quien va hacer el beneficiado o el intermediario de las tarjetas del Banco Azteca. Es el señor Ricardo Salinas Pliego uno de los Mexicanos muy rico y ambicioso y no es del pueblo ese señor empresario!",Negativo
484,Así con AMLO y sus fregaderas.,Negativo
485,"Ay no, no, no, el peje por más que le digan, le comprueben y le documenten, más se empecina en llevar la contraria y es que a su edad ya es como un niño caprichoso !!!",Negativo
486,"AMLO se pitorrea de la gente anunciando una consulta que jamás se hizo. Y todavía remata: ‘lastima perdieron’ en tono de burla.

Tenemos una piltrafa de Presidente. 
",Negativo
487,Esta es la cosa que tenemos como presidente: @lopezobrador_ habla de una consulta que nunca existió además de hacerla de cómico con su lástima Margarito. Al tirano sólo lo podrá acotar la sociedad civil: ,Negativo
488,Ahora resulta que no nos importa el medio ambiente y a él si? Quien está destruyendo un cerro? Quien está promocionando el fracking? Quien está construyendo una refinería? Quien cancelo las subasta de energía?,Negativo
489,"""Mañana mismo hablamos sobre los resultados de la consulta de la que nadie se enteró"" dice AMLO mientras sus achichincles se ponen a inventar resultados y gráficas en friega.",Negativo
490,AMLO hace todo lo contrario de lo que una gran persona antes dijo. ,Negativo
491,"Que cinismo de Morena y que estupidez de los chairos que todo lo creen a AMLO, la combinación perfecta para joder al país.",Negativo
492,"No puede regalarse dinero a distra y siniestra qué no vá a producir ningún beneficio y descuidar al cuidadano que trabaja, lucha y produce al país.",Negativo
493,jajaja cuando el imbécil de AMLO dice se hizo por abajo pero por abajo del agua hasta idiota para decir mentiras. ,Negativo
494,"Chairos:
""No puedes juzgar a un Presidente por 5 meses, no se puede arreglar lo que dejó el PRIAN en tan poco tiempo""

Also chairos:
""AMLO es el mejor Presidente que hemos tenido""",Negativo
495,"Si el gobierno de López Portillo pasó a la historia por la expropiación de la banca, el de AMLO será recordado, hasta hoy, por la cancelación del NAICM, por haber enterrado 200,000 Millones de pesos y por no haber encarcelado a la mafia del poder a la que tanto decía detestar


",Negativo
496,"Qué raro, que en vez de decir “uy qué crítico” cuando hablo de AMLO, actúan como si fuera a derrocarlo. ¿Tanto miedo le tienen?

No me extraña, porque a diferencia de López, Calderón no tiene fans ciegos que lo defienden a pesar de la propia inteligencia. Como tú comprenderás.

",Negativo
497,"¿Se acuerdan cuanto TODOS nos escandalizábamos, incluso #AMLO, cuando en el gobierno de Duarte les inyectaban agua a los niños con cancer en lugar de medicinas en Veracruz?, bueno pues con #AMLO se suspendieron TODOS los tratamientos para los niños con cancer en TODO el país.",Negativo
498,"@lopezobrador_ prometió resultados milagrosos y, como éstos no llegan, culpa a los anteriores.

Ayer responsabilizó a @EPN de la baja producción de hidrocarburos y reprochó saqueó q hizo de PEMEX.

Pero no presenta una sola denuncia penal.

La impunidad q le da lo hace cómplice.",Negativo
499,"Saben qué sí me da la hueva del mundo? Cuando Aristegui criticaba y cuestionaba a EPN todos la aplaudían. Ahora que cuestiona y critica a AMLO, ahora resulta que es una chayotera, vendida, eeeetc. No mamen, dense cuenta del nivel de pendejadas que están diciendo.",Negativo
500,"Terco mi presidente, en su terquedad está el triunfo. Gracias mi AMLO.",Positivo
501,PAN en San Lázaro critica que AMLO tome decisiones “ocurrentes” o por “dictados divinos”,negativo
502,"Mentira tras mentira, AMLO",negativo
503,"Qué orgullo de niño!! Soy su fan, porque el representa el sentir de México. ",positivo
504,"¿Qué onda con la visita de AMLO a Juchitán? Alejandro Murat hasta porra con acarreados llevó, típico priista egolatra con aires de grandeza... Lo importante es sacar adelante a una de las regiones más pobres de Oaxaca y del país, hay que velar por el bienestar de la población.",positivo
505,Ponte a trabajar! #AMLORENUNCIA #AmloElFracasoPresidencial,negativo
506,"¿Se acuerdan cuanto TODOS nos escandalizábamos, incluso #AMLO, cuando en el gobierno de Duarte les inyectaban agua a los niños con cancer en lugar de medicinas en Veracruz?, bueno pues con #AMLO se suspendieron TODOS los tratamientos para los niños con cancer en TODO el país",negativo
507,"Si a AMLO le va mal, a todos nos va mal, falta todo el sexenio. Hacerle hoyos a la lancha y hundirnos para demostrar que no era navegable resulta absurdo.",positivo
508,Bajo crecimiento económico en México tras primer año de mandato de AMLO,negativo
509,"Para Amlo es infinitamente mas grave no pensar como el, que masacrar a 13 personas y un bebe.",negativo
510,"AMLO desde Oaxaca: “Ya chole con los pleitos, requerimos la unidad para sacar adelante a México",positivo
511,"No veo grandes titulares, ni comentaristas, ni medios reportando que el NAICM costaba miles de millones más de lo que nos dijeron durante tanto tiempo o que el huachicol cayó casi 90%... chales.",positivo
